party,state,name,keycode,post_date,post_likes,post_comments,post_likes_zscore,post_comments_zscore,follower_date,7days_followers,post_likes_clean,likes_by_follower,likes_by_follower_zscore,comments_by_follower,comments_by_follower_zscore,7days_followers_zscore,engagement_rate,engagement_rate_zscore
Democratic,Texas,Colin Allred,DBsF0DzvfNv,2024-10-29,1199,28,-0.05707600707060885,-0.3656649507691259,2024-11-05,70429,1199.0,0.017024237175027334,-0.1643360285504449,0.00039756350367036304,-0.4704956970913386,1.0234518918548297,0.017421800678697696,-0.41305405872433326
Democratic,Arizona,Ruben Gallego,DBt6KUfyVE4,2024-10-29,303,12,-0.3236733883046997,-0.5241221935669131,2024-11-05,14268,303.0,0.021236333052985702,-0.3762194671517048,0.0008410428931875525,-0.5405016829681357,0.7454806606995641,0.022077375946173254,-1.1372469154009117
Republican,Arizona,Kari Lake,DBt1hVct-Gq,2024-10-29,3432,62,-0.24689850494794546,-0.2610165166902911,2024-11-05,828029,3432.0,0.004144782368733463,-0.2512186100979614,7.487660456336674e-05,-0.2635585089586859,1.1460875005206,0.004219658973296829,-0.4431729875838631
Republican,Arizona,Kari Lake,DBt1DDVsxiO,2024-10-29,3166,40,-0.2890558874455236,-0.3714934466573799,2024-11-05,828029,3166.0,0.0038235375814132115,-0.2931312045755639,4.8307486815075315e-05,-0.373433106491236,1.1460875005206,0.003871845068228287,-0.5763515733334975
Republican,Arizona,Kari Lake,DBsgFamMje9,2024-10-29,15869,1033,1.724196856414381,4.615033437766219,2024-11-05,828029,15869.0,0.019164787706710755,1.70843153094693,0.00124754084699932,4.5859066821370496,1.1460875005206,0.020412328553710075,5.531192244310371
Republican,Arizona,Kari Lake,DBsaUZNsWpI,2024-10-29,6428,48,0.2279267505510921,-0.3313200175784385,2024-11-05,828029,6428.0,0.007763013131182604,0.22084955928134986,5.796898417809038e-05,-0.3334787073884905,1.1460875005206,0.007820982115360694,-0.0902141127796795
Republican,Arizona,Kari Lake,DBsaJlsiSWz,2024-10-29,2724,36,-0.35910687640766464,-0.3915801611968506,2024-11-05,828029,2724.0,0.003289739852106629,-0.3627754405120311,4.3476738133567786e-05,-0.3934103060426088,1.1460875005206,0.003333216590240197,-0.6549997598468899
Republican,Wisconsin,Eric Hovde,DBtv7_pK6Wp,2024-10-29,512,23,0.3193570160898036,-0.2481054374538238,2024-11-05,3168,512.0,0.16161616161616163,-0.6355907244479787,0.00726010101010101,-0.8021020158963253,1.1477124563024832,0.16887626262626262,0.06208138479696105
Republican,Wisconsin,Eric Hovde,DBsCFc3oDVx,2024-10-29,514,21,0.32859012709920266,-0.3590999752621134,2024-11-05,3168,514.0,0.16224747474747475,-0.6316266619967877,0.006628787878787879,-0.8548108279387568,1.1477124563024832,0.16887626262626262,-0.026583181175189565
Republican,Pennsylvania,Dave McCormick,DBtu3IKO2sE,2024-10-29,144,3,-0.3636545041365985,-0.36394677975893946,2024-11-05,1422,144.0,0.10126582278481013,-0.5277743067925964,0.002109704641350211,-0.39256477963929504,-0.05271894874326041,0.10337552742616034,13.801513521047864
Republican,Arizona,Kari Lake,DBrhLJViwfG,2024-10-28,1249,17,-0.5928743169487461,-0.48699205525933636,2024-11-04,827532,1249.0,0.001509307192954472,-0.5950673094640773,2.0543012233967992e-05,-0.4882510127236724,1.064743570379516,0.00152985020518844,-1.0142032337637654
Republican,Arizona,Kari Lake,DBrgNJxhfmO,2024-10-28,1243,20,-0.5938252353509472,-0.47192701935473336,2024-11-04,827532,1243.0,0.0015020567180483654,-0.596013274119394,2.4168249687021167e-05,-0.47325911461520925,1.064743570379516,0.0015262249677353867,-1.000947349534879
Republican,Arizona,Kari Lake,DBrd3oJpppZ,2024-10-28,2954,42,-0.3226550043232926,-0.36145008938764456,2024-11-04,827532,2954.0,0.003569650478773026,-0.326255686578266,5.075332434274445e-05,-0.36331852848647955,1.064743570379516,0.003620403803115771,-0.6425069028283453
Republican,Arizona,Kari Lake,DBrdseTKuVn,2024-10-28,1307,17,-0.5836821057274698,-0.48699205525933636,2024-11-04,827532,1307.0,0.0015793951170468333,-0.5859229844626831,2.0543012233967992e-05,-0.4882510127236724,1.064743570379516,0.0015999381292808013,-1.0055699708101324
Republican,Arizona,Kari Lake,DBrcDMXAtRO,2024-10-28,2013,27,-0.4717907070684843,-0.43677526891065965,2024-11-04,827532,2013.0,0.0024325343309986804,-0.47461447668709206,3.262713707747858e-05,-0.43827801902879526,1.064743570379516,0.002465161468076159,-0.8533190537654955
Democratic,Texas,Colin Allred,DBrdlqgvL06,2024-10-28,1007,21,-0.18343752093508212,-0.4829319097045644,2024-11-04,69622,1007.0,0.014463818907816495,-0.27857659726698736,0.0003016287954956767,-0.5780249251874059,0.9396228946509726,0.014765447703312172,-0.709188158816812
Democratic,Texas,Colin Allred,DBpyFIBSqgJ,2024-10-28,2266,60,0.6451517809158129,0.1704125757928785,2024-11-04,69622,2266.0,0.03254718336158111,0.5282657323485529,0.0008617965585590761,0.049843844234688454,0.9396228946509726,0.033408979920140185,0.8679698646675023
Democratic,Michigan,Elissa Slotkin,DBrdF2qAtUG,2024-10-28,456,14,-0.12165067868940287,-0.1683288663215712,2024-11-04,20940,456.0,0.02177650429799427,-0.1230794231436158,0.0006685768863419294,-0.17058451179304474,0.6063387970808407,0.022445081184336198,-0.47824672675911956
Democratic,Michigan,Elissa Slotkin,DBq0TiGPNHJ,2024-10-28,228,3,-0.2402417326632775,-0.4996709505545586,2024-11-04,20940,228.0,0.010888252148997135,-0.24027549638116566,0.00014326647564469913,-0.49866241079447104,0.6063387970808407,0.011031518624641834,-1.2202957930122136
Democratic,Arizona,Ruben Gallego,DBrcgU8S0rM,2024-10-28,545,7,0.5672721279387579,-0.6160734555961962,2024-11-04,14179,545.0,0.038437125326186615,0.476239663146751,0.0004936878482262501,-0.6259445618858662,0.6534906727588207,0.03893081317441286,-0.07467792531975288
Democratic,Wisconsin,Tammy Baldwin,DBrSpVGRVAl,2024-10-28,9885,172,1.9247879847617062,0.7270939744667557,2024-11-04,13311,9885.0,0.7426188866351138,1.8810064666890083,0.012921643753286756,0.5613319645269268,0.6872888882932968,0.7555405303884005,3.8584676755268386
Republican,Michigan,Mike Rogers,DBrSQF9vpfl,2024-10-28,43,4,-0.27509000253409227,-0.2735367181649754,2024-11-04,1368,43.0,0.031432748538011694,-0.5443814067561368,0.0029239766081871343,-0.2446956621151438,1.0663053207573925,0.03435672514619883,-0.5145118476098198
Democratic,Pennsylvania,Bob Casey,DBrK28QC99j,2024-10-28,86,1,-0.3233767476544883,-0.568604221917099,2024-11-04,21337,86.0,0.004030557247973005,-0.32623885173597494,4.6866944743872144e-05,-0.572255219949893,1.213935799637166,0.004077424192716877,-0.734784302298517
Democratic,Pennsylvania,Bob Casey,DBrFXdZqOHw,2024-10-28,106,0,-0.3075674933117172,-0.632619266768693,2024-11-04,21337,106.0,0.004967896142850448,-0.31044360410864746,0.0,-0.6357303644116811,1.213935799637166,0.004967896142850448,-0.7744946317271664
Republican,Ohio,Bernie Moreno,DBqzh5TO2z5,2024-10-28,341,54,-0.5476841282993254,0.3324913735635085,2024-11-04,5921,341.0,0.05759162303664921,-0.35610972560081505,0.009120081067387266,0.2543493418117187,-0.36618871618457016,0.06671170410403648,0.5876553406068179
Democratic,Texas,Colin Allred,DBoOuxwKiIt,2024-10-27,3387,189,1.3829187446766178,2.3314751047459588,2024-11-03,69221,3387.0,0.04893023793357507,1.259243750896107,0.002730385287701709,2.144267306782273,0.897968089348932,0.05166062322127678,4.136443035649164
Democratic,Texas,Colin Allred,DBnQfsvqWOu,2024-10-27,2202,74,0.6030312762943218,0.40494649366375546,2024-11-03,69221,2202.0,0.031811155574175465,0.4954256944136588,0.0010690397422747431,0.28213411745404504,0.897968089348932,0.03288019531645021,1.1225095656672024
Republican,Michigan,Mike Rogers,DBmzr4pPAn5,2024-10-26,138,9,0.14401540047134054,0.20728954423439547,2024-11-02,1303,138.0,0.10590943975441289,-0.3092451065640295,0.006907137375287797,-0.1860501806038736,0.9323761270432318,0.1128165771297007,0.3767845770781377
Republican,Michigan,Mike Rogers,DBmbKXnv79i,2024-10-26,66,3,-0.17362237864856642,-0.36970197064484955,2024-11-02,1303,66.0,0.05065234075211052,-0.4837016997147342,0.0023023791250959325,-0.2538476612016913,0.9323761270432318,0.052954719877206444,-0.5827308674412505
Democratic,Texas,Colin Allred,DBmWjw6vV-C,2024-10-26,688,23,-0.3933819111578268,-0.4494270642944391,2024-11-02,68850,688.0,0.009992737835875091,-0.4780669895116752,0.00033405954974582427,-0.5416746403171822,0.859429603645548,0.010326797385620916,-0.9806608614332338
Democratic,Texas,Colin Allred,DBl5I7BhklN,2024-10-26,1032,31,-0.16698419881731216,-0.315407682653938,2024-11-02,68850,1032.0,0.014989106753812636,-0.2551393397552071,0.00045025417574437183,-0.4114369121762439,0.859429603645548,0.015439360929557009,-0.5612930709217244
Democratic,Texas,Colin Allred,DBkn0Ygsrxd,2024-10-26,8357,231,4.6538391816892855,3.0350768583585896,2024-11-02,68850,8357.0,0.12137981118373276,4.491793899971913,0.003355119825708061,2.8445062913472134,0.859429603645548,0.12473493100944082,8.946533849233091
Republican,Texas,Ted Cruz,DBmUoBjSLa3,2024-10-26,5580,139,0.17516191708125767,-0.5022469100595196,2024-11-02,1241017,5580.0,0.004496312298703402,0.17604448473826906,0.00011200491210031773,-0.5018380071737562,-1.4195111885011913,0.00460831721080372,0.23042086291945238
Republican,Texas,Ted Cruz,DBkb0gsp5Jo,2024-10-26,5714,369,0.21064095417671222,0.7410315898070496,2024-11-02,1241017,5714.0,0.004604288257131046,0.2115476049424549,0.0002973367810432895,0.7421944070743752,-1.4195111885011913,0.004901625038174336,-0.6704227143067447
Democratic,Pennsylvania,Bob Casey,DBl7yEHNgEC,2024-10-26,60,0,-0.3439287783000909,-0.632619266768693,2024-11-02,21282,60.0,0.00281928390188892,-0.34665021261125484,0.0,-0.6357303644116811,0.9963164529264695,0.00281928390188892,-0.9801585050616998
Republican,Arizona,Kari Lake,DBk4yRmvEl2,2024-10-26,1172,25,-0.6050777697769925,-0.446818626180395,2024-11-02,826531,1172.0,0.001417974643419303,-0.6069834066658567,3.0246899390343496e-05,-0.4481213138037071,0.9009100209404316,0.0014482215428096466,-1.1675931796821906
Republican,Arizona,Kari Lake,DBk4pOitnh9,2024-10-26,1338,18,-0.5787690273160979,-0.4819703766244687,2024-11-02,826531,1338.0,0.0016188140553711839,-0.5807800217067487,2.1777767561047316e-05,-0.48314477450005894,0.9009100209404316,0.0016405918229322313,-1.177408819177407
Republican,Arizona,Kari Lake,DBk4hmftDy1,2024-10-26,1994,32,-0.47480194867545417,-0.41166687573632127,2024-11-02,826531,1994.0,0.002412492695373797,-0.4772292956032857,3.871603121963967e-05,-0.41309785310735536,0.9009100209404316,0.0024512087265934368,-0.9839704341243963
Republican,Arizona,Kari Lake,DBk4agEPC_b,2024-10-26,2757,35,-0.3538768251955591,-0.39660183983171826,2024-11-02,826531,2757.0,0.003335628064767081,-0.3567884358213615,4.2345659146480895e-05,-0.3980877985232046,0.9009100209404316,0.0033779737239135617,-0.8330228852864532
Republican,Arizona,Kari Lake,DBkE1kPP4oS,2024-10-25,1084,17,-0.6190245730092739,-0.48699205525933636,2024-11-01,826026,1084.0,0.0013123073607852536,-0.6207697469938509,2.0580465990174642e-05,-0.48809612551859943,0.8182567317628716,0.0013328878267754283,-1.3516743405040885
Republican,Arizona,Kari Lake,DBh6tczPMzt,2024-10-25,6422,123,0.22697583214889108,0.04530588003663699,2024-11-01,826026,6422.0,0.007774573681700092,0.22235785664492477,0.00014890572451714594,0.042583374925788724,0.8182567317628716,0.007923479406217238,0.3327582916414485
Democratic,Texas,Colin Allred,DBjVdGBhnh8,2024-10-25,915,32,-0.24398574632847558,-0.2986552599488754,2024-11-01,68465,915.0,0.013364492806543489,-0.3276262547478235,0.0004673920981523406,-0.3922277270673093,0.8194368354627909,0.01383188490469583,-0.6622121227573146
Republican,Wisconsin,Eric Hovde,DBjM8mwsYgO,2024-10-25,382,19,-0.28079519952113674,-0.47009451307040306,2024-11-01,2745,382.0,0.13916211293260475,-0.776581378449683,0.0069216757741347905,-0.8303573954666125,0.7091440117786818,0.14608378870673952,-1.0588677336612504
Republican,Ohio,Bernie Moreno,DBhwP3dNeCv,2024-10-25,368,60,-0.3880353135723965,0.6794388938036913,2024-11-01,5841,368.0,0.06300291046053758,-0.19419688560360138,0.01027221366204417,0.5602518568912849,-0.4180155136985297,0.07327512412258175,-0.6971118790616304
Republican,Arizona,Kari Lake,DBhhJs9oT-N,2024-10-24,2666,37,-0.36829908762894104,-0.3865584825619829,2024-10-31,825550,2666.0,0.0032293622433529163,-0.37065286710728024,4.4818605777966204e-05,-0.38786111284895414,0.7403498690925377,0.0032741808491308826,-1.019595736696987
Democratic,Michigan,Elissa Slotkin,DBhbwL1g58Q,2024-10-24,245,2,-0.2313994172354009,-0.5297929582121029,2024-10-31,20911,245.0,0.011716321553249486,-0.23136254311570778,9.564344125101621e-05,-0.5284049492056455,0.43454280457460503,0.011811964994500502,-1.7517086175035665
Republican,Pennsylvania,Dave McCormick,DBhKZq9SnC6,2024-10-24,127,2,-0.5435069062988029,-0.4555441236580014,2024-10-31,1353,127.0,0.09386548410938655,-0.6130435361247704,0.0014781966001478197,-0.46277593396912325,-0.1260775289385745,0.09534368070953436,7.924100657489458
Republican,Pennsylvania,Dave McCormick,DBfJqzQtw4I,2024-10-24,171,1,-0.07800657129074438,-0.5471414675570633,2024-10-31,1353,171.0,0.12638580931263857,-0.23833324388882013,0.0007390983000739098,-0.5449489886662555,-0.1260775289385745,0.1271249076127125,4.9584413980098105
Democratic,Texas,Colin Allred,DBhJRr2v1x2,2024-10-24,1026,28,-0.17093299612557697,-0.3656649507691259,2024-10-31,68165,1026.0,0.015051712755813101,-0.2523459894010115,0.00041076798943739457,-0.45569533767033543,0.788273639476227,0.015462480745250496,-0.6807254740260609
Democratic,Texas,Colin Allred,DBguPvgPb7W,2024-10-24,428,14,-0.5644964611826343,-0.6001988686400028,2024-10-31,68165,428.0,0.006278882124257317,-0.6437715519496595,0.00020538399471869729,-0.6859017231963577,0.788273639476227,0.006484266118976014,-1.4775266753769996
Democratic,Texas,Colin Allred,DBfRqi6vbyh,2024-10-24,1188,44,-0.06431546880242762,-0.09762618748812371,2024-10-31,68165,1188.0,0.017428298980415168,-0.14630762630254845,0.0006454925548301915,-0.1926023256405958,0.788273639476227,0.01807379153524536,-0.20543837594030726
Republican,Wisconsin,Eric Hovde,DBhDrxDSU14,2024-10-24,420,43,-0.10536609034255419,0.8618399406290725,2024-10-31,2706,420.0,0.15521064301552107,-0.675811455660063,0.015890613451589063,-0.08153398785283933,0.6687086232764874,0.17110125646711014,1.1312458430399859
Republican,Wisconsin,Eric Hovde,DBfC0HNpdJz,2024-10-23,391,15,-0.2392461999788409,-0.6920835886869823,2024-10-30,2648,391.0,0.14765861027190333,-0.7232312350758205,0.0056646525679758305,-0.9353072161183618,0.6085739429398905,0.15332326283987915,-1.530347790059443
Republican,Wisconsin,Eric Hovde,DBeRaFPp-Oi,2024-10-23,418,42,-0.11459920135195327,0.8063426717249277,2024-10-30,2648,418.0,0.1578549848942598,-0.6592074348822647,0.015861027190332326,-0.08400416723969278,0.6085739429398905,0.17371601208459214,1.1366629780948387
Republican,Arizona,Kari Lake,DBe-TZsy_4E,2024-10-23,33276,1252,4.482969627599878,5.714781058802241,2024-10-30,825073,33276.0,0.040330976774176346,4.469970189429695,0.0015174414869956962,5.702060574574316,0.6622793365426444,0.04184841826117204,15.397959929775768
Republican,Arizona,Kari Lake,DBc_fwXp1IF,2024-10-23,10913,196,0.9387382561963469,0.41188842038197715,2024-10-30,825073,10913.0,0.013226708424587884,0.9336942628232358,0.00023755473758079587,0.4091847323477032,0.6622793365426444,0.01346426316216868,2.0393610400546702
Democratic,Texas,Colin Allred,DBe-CJ3uWVs,2024-10-23,1504,52,0.14365452276618465,0.0363931941523774,2024-10-30,67643,1504.0,0.022234377540913324,0.06812966118243392,0.0007687417766805138,-0.05445739414328952,0.7340496784596057,0.02300311931759384,0.24528001605612035
Democratic,Texas,Colin Allred,DBe5QEuoxtm,2024-10-23,1225,54,-0.039964552068128094,0.06989803956250268,2024-10-30,67643,1225.0,0.01810978223910826,-0.11590125245304861,0.0007983087680913029,-0.021316982044093685,0.7340496784596057,0.018908091007199562,0.040778558144987744
Democratic,Pennsylvania,Bob Casey,DBexm1FpKt3,2024-10-23,3,36,-0.3889851531769888,1.6719223478886884,2024-10-30,21105,3.0,0.00014214641080312722,-0.3917630846313912,0.0017057569296375266,1.6744942110785888,0.2959778280575006,0.0018479033404406539,4.334571961459421
Democratic,Pennsylvania,Bob Casey,DBeN2BxsttT,2024-10-23,235,6,-0.20559780280084297,-0.24852899765912942,2024-10-30,21105,235.0,0.0111348021795783,-0.20652408420297583,0.00028429282160625445,-0.2506929351633027,0.2959778280575006,0.011419095001184553,-1.5343270928109778
Democratic,Ohio,Sherrod Brown,DBemP6LqCuF,2024-10-23,1022,18,-0.05798702806852786,0.24138975180068253,2024-10-30,31415,1022.0,0.032532229826516,-0.07295387249545457,0.0005729746936176985,0.21858349809486158,0.7109472743979598,0.03310520452013369,0.2579695152322831
Republican,Pennsylvania,Dave McCormick,DBeHonPOfN3,2024-10-23,130,5,-0.511768247093708,-0.18075209196081557,2024-10-30,1334,130.0,0.09745127436281859,-0.5717268363266399,0.0037481259370314842,-0.21040486568265324,-0.14627771768800882,0.10119940029985007,4.7342845513325456
Republican,Pennsylvania,Dave McCormick,DBclc_ntu-H,2024-10-23,427,15,2.6303590142106876,0.7352213470298039,2024-10-30,1334,427.0,0.32008995502248877,1.9935920702834622,0.011244377811094454,0.623029489678816,-0.14627771768800882,0.3313343328335832,-23.008154724008154
Republican,Ohio,Bernie Moreno,DBczc6yt8m7,2024-10-23,406,49,-0.16334438914190408,0.043368440030022846,2024-10-30,5796,406.0,0.07004830917874397,0.016610714514196313,0.008454106280193236,0.07752649752538032,-0.44716808730013186,0.0785024154589372,0.26830168010481337
Republican,Michigan,Mike Rogers,DBct3jQPJvw,2024-10-23,90,16,-0.06774311894193077,0.8804463115935146,2024-10-30,1181,90.0,0.07620660457239628,-0.403022295854325,0.013547840812870448,-0.08827676058847721,0.6810013326874226,0.08975444538526672,1.1933944232450011
Republican,Arizona,Kari Lake,DBcaY7TSESQ,2024-10-22,6204,108,0.19242579686892106,-0.030019299486378104,2024-10-29,824764,6204.0,0.007522151791300299,0.1894245399120702,0.00013094654955841915,-0.03168544872507011,0.6117053437587512,0.0076530983408587185,0.2654979215721778
Republican,Wisconsin,Eric Hovde,DBcNsVBpX9X,2024-10-22,420,48,-0.10536609034255419,1.1393262851497965,2024-10-29,2604,420.0,0.16129032258064516,-0.6376366921647225,0.018433179723502304,0.13074679815417523,0.562954530270748,0.17972350230414746,1.8366673313916992
Republican,Michigan,Mike Rogers,DBcEn1vPDpy,2024-10-22,37,3,-0.30155981746075117,-0.36970197064484955,2024-10-29,1161,37.0,0.03186907838070629,-0.5430038350192761,0.002583979328165375,-0.24970156204368527,0.6397923500061423,0.034453057708871665,-1.04918695589148
Republican,Pennsylvania,Dave McCormick,DBbyuzJOJfr,2024-10-22,185,13,0.07010717166636517,0.5520266592316799,2024-10-29,1308,185.0,0.14143730886850153,-0.06490472612594445,0.009938837920489297,0.47787937794231544,-0.1739200812398663,0.15137614678899083,-3.577124771693347
Democratic,Texas,Colin Allred,DBbS6bQv7Qk,2024-10-22,9588,391,5.464000762768278,5.715464491168611,2024-10-29,67091,9588.0,0.14291037546019586,5.452443157645982,0.005827905382242029,5.616148872018159,0.676709397844328,0.14873828084243787,16.520333971346208
Democratic,Texas,Colin Allred,DBaaQYxMm0g,2024-10-22,1072,75,-0.14065888342888022,0.42169891636881807,2024-10-29,67091,1072.0,0.015978298132387353,-0.21100366586744895,0.0011178846641129213,0.3368823607291303,0.676709397844328,0.017096182796500277,0.41530387169913224
Democratic,Texas,Colin Allred,DBZowlVCnMF,2024-10-21,2057,97,0.5076020080112561,0.7902522158801961,2024-10-28,66342,2057.0,0.03100599921618281,0.4595012826014357,0.001462120526966326,0.722722035648549,0.5989052851978733,0.032468119743149136,2.1670441987544855
Republican,Pennsylvania,Dave McCormick,DBZWXP5yQqD,2024-10-21,124,4,-0.5752455655038979,-0.27234943585987753,2024-10-28,1308,124.0,0.09480122324159021,-0.6022616303014674,0.0030581039755351682,-0.2871216060385561,-0.1739200812398663,0.09785932721712538,4.873474042337833
Republican,Pennsylvania,Dave McCormick,DBXh5CoNzIS,2024-10-21,216,15,0.3980733167856792,0.7352213470298039,2024-10-28,1308,216.0,0.1651376146788991,0.20817829075014102,0.011467889908256881,0.6478795966047314,-0.1739200812398663,0.17660550458715596,-6.516180625815549
Democratic,Michigan,Elissa Slotkin,DBZRucXgGje,2024-10-21,179,8,-0.2657284065436277,-0.34906091226683705,2024-10-28,20892,179.0,0.008567872869998085,-0.26525097786333474,0.0003829216925138809,-0.34898789752751574,0.3219868094843127,0.008950794562511966,-1.9093618145261864
Republican,Michigan,Mike Rogers,DBY-H8JvIz_,2024-10-21,97,15,-0.036861668194162034,0.7842810591136404,2024-10-28,1130,97.0,0.08584070796460178,-0.3726056998655311,0.01327433628318584,-0.0923036642905195,0.575918426850158,0.09911504424778761,1.2977869018834873
Republican,Michigan,Mike Rogers,DBXfxAAvzha,2024-10-21,79,11,-0.11627111297413878,0.39962004919414384,2024-10-28,1130,79.0,0.06991150442477877,-0.42289705846627623,0.009734513274336283,-0.144421727546541,0.575918426850158,0.07964601769911504,0.49199491283811025
Democratic,Pennsylvania,Bob Casey,DBY2koUpVXi,2024-10-21,95,3,-0.3162625832002413,-0.44057413221391123,2024-10-28,21085,95.0,0.004505572682001423,-0.31823429068736686,0.0001422812425895186,-0.44302903777456876,0.21684352016270184,0.0046478539245909415,-3.490243632119067
Republican,Pennsylvania,Dave McCormick,DBXTqzyNhBh,2024-10-20,287,6,1.149221584639592,-0.08915474806175364,2024-10-27,1268,287.0,0.22634069400630916,0.9133810707709429,0.00473186119873817,-0.10103303860682636,-0.2164467943965701,0.23107255520504733,-4.897586215278393
Republican,Pennsylvania,Dave McCormick,DBU6-68tMku,2024-10-20,216,3,0.3980733167856792,-0.36394677975893946,2024-10-27,1268,216.0,0.17034700315457413,0.26820264370143265,0.002365930599369085,-0.3640775409851071,-0.2164467943965701,0.17271293375394323,-0.15766709376260699
Republican,Pennsylvania,Dave McCormick,DBU4yZFtBYc,2024-10-20,154,0,-0.25785897345294884,-0.6387388114561252,2024-10-27,1268,154.0,0.12145110410094637,-0.2951926024719423,0.0,-0.6271220433633878,-0.2164467943965701,0.12145110410094637,4.142347256325464
Republican,Michigan,Mike Rogers,DBWeiNTPcbo,2024-10-20,74,3,-0.13832929207968786,-0.36970197064484955,2024-10-27,1100,74.0,0.06727272727272728,-0.4312281522142785,0.0027272727272727275,-0.24759180276471088,0.5141049528282378,0.07,-0.9881858945915862
Democratic,Texas,Colin Allred,DBWNHQUPc60,2024-10-20,385,17,-0.5927961752251987,-0.549941600524815,2024-10-27,65311,385.0,0.005894872226730566,-0.6609052795316087,0.0002602930593621289,-0.6243564342292599,0.49180776832404854,0.006155165286092695,-2.3235455992168714
Democratic,Texas,Colin Allred,DBU668OP9wT,2024-10-20,889,23,-0.2610972013309563,-0.4494270642944391,2024-10-27,65311,889.0,0.013611795868996034,-0.31659210346804156,0.00035216119796052734,-0.5213852549963941,0.49180776832404854,0.013963957066956561,-1.4447194847016653
Republican,Wisconsin,Eric Hovde,DBUzcMyMI0p,2024-10-20,348,24,-0.43775808668092114,-0.19260816854967897,2024-10-27,2468,348.0,0.14100486223662884,-0.7650106175059873,0.009724473257698542,-0.5963497082720196,0.42194907292976225,0.1507293354943274,-1.4939391876221304
Republican,Pennsylvania,Dave McCormick,DBUmGZyuTCk,2024-10-19,197,1,0.1970618084867448,-0.5471414675570633,2024-10-26,1254,197.0,0.15709728867623604,0.11553490888663791,0.0007974481658692185,-0.5384616422427977,-0.23133114400141644,0.15789473684210525,1.5133269693603164
Democratic,Pennsylvania,Bob Casey,DBUcvk4skW5,2024-10-19,98,1,-0.3138911950488256,-0.568604221917099,2024-10-26,21069,98.0,0.004651383549290427,-0.3157772084429708,4.746309744173905e-05,-0.5714478091228125,0.15353607384686285,0.004698846646732166,-5.747805026238506
Republican,Wisconsin,Eric Hovde,DBUbTQdogUS,2024-10-19,320,39,-0.5670216408125083,0.6398508650124932,2024-10-26,2394,320.0,0.1336675020885547,-0.811082451610479,0.016290726817042606,-0.048128219575076146,0.34522551525893175,0.14995822890559732,0.21096130205022756
Republican,Wisconsin,Eric Hovde,DBSXOtjpVA5,2024-10-19,1218,101,3.57864520240768,4.080681537069472,2024-10-26,2394,1218.0,0.5087719298245614,1.54422635397536,0.04218880534670008,2.1141219947370056,0.34522551525893175,0.5509607351712615,22.186444515065396
Democratic,Texas,Colin Allred,DBTwGVPiQC3,2024-10-19,543,16,-0.48881117944089253,-0.5666940232298776,2024-10-26,64571,543.0,0.00840934784965387,-0.5487145766041693,0.00024778925523841975,-0.6383714287111177,0.4149385515571908,0.00865713710489229,-2.5437626817504575
Democratic,Texas,Colin Allred,DBSr2ARocLh,2024-10-19,905,16,-0.2505670751755836,-0.5666940232298776,2024-10-26,64571,905.0,0.014015579749423116,-0.2985761016572079,0.00024778925523841975,-0.6383714287111177,0.4149385515571908,0.014263369004661535,-1.9695954867014047
Republican,Michigan,Mike Rogers,DBSgARKx4xH,2024-10-19,146,19,0.1793084870402191,1.1689420690331371,2024-10-26,1067,146.0,0.13683223992502344,-0.21161626853509194,0.01780693533270853,-0.025568609066958667,0.4461101314041254,0.15463917525773196,3.0222370243638186
Republican,Arizona,Kari Lake,DBRtf-BB-oF,2024-10-18,2053,30,-0.4654512510538109,-0.4217102330060566,2024-10-25,822623,2053.0,0.0024956754187519677,-0.4663765008184283,3.64687104542421e-05,-0.42239147990233916,0.2612881316218084,0.00253214412920621,-3.3953378538599512
Republican,Arizona,Kari Lake,DBRtYEFpJTz,2024-10-18,6286,311,0.20542168169900152,0.9893814633917595,2024-10-25,822623,6286.0,0.007641410463845528,0.20498413987327485,0.0003780589650423098,0.9902294471255766,0.2612881316218084,0.008019469428887838,4.5727417379222315
Republican,Arizona,Kari Lake,DBRtGBMh4PX,2024-10-18,6088,304,0.1740413744263682,0.9542297129476858,2024-10-25,822623,6088.0,0.007400716974847531,0.17358101989761762,0.0003695495992696533,0.9550396019682975,0.2612881316218084,0.007770266574117184,4.3181107399364285
Republican,Arizona,Kari Lake,DBRsoIOBne6,2024-10-18,3338,44,-0.26179622658242796,-0.3514067321179092,2024-10-25,822623,3338.0,0.004057751849875338,-0.2625734242087334,5.3487441999555085e-05,-0.35201178958778107,0.2612881316218084,0.004111239291874893,-2.3468458168926496
Republican,Arizona,Kari Lake,DBRsNXbJqyH,2024-10-18,1814,25,-0.5033295007414844,-0.446818626180395,2024-10-25,822623,1814.0,0.002205141358799839,-0.5042822870516711,3.0390592045201752e-05,-0.4475270835861099,0.2612881316218084,0.002235531950845041,-3.6363998664016446
Republican,Texas,Ted Cruz,DBRoj-exliV,2024-10-18,3551,146,-0.36205424908797573,-0.4644079991940153,2024-10-25,1241240,3551.0,0.002860848828590764,-0.36170537193814223,0.00011762431117269827,-0.4641180260690041,-0.9476594136584364,0.0029784731397634622,0.8721089416412126
Republican,Texas,Ted Cruz,DBRans_JcEe,2024-10-18,6057,476,0.30145669838373396,1.319426370179758,2024-10-25,1241240,6057.0,0.004879797621733106,0.3021366789482246,0.0003834874802616738,1.3204773702208252,-0.9476594136584364,0.005263285101994779,-1.7104067613343041
